invoice,date,storenumber,storename,address,city,zipcode,storelocation,countynumber,county,category,categoryname,vendornumber,vendorname,itemnumber,itemdescription,pack,bottlevolume,statebottlecost,statebottleretail,bottlessold,sale,volumesoldl,volumesoldg
INV-37560400072,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,36769,Absolut Grapefruit,12,750,$9.99 ,$14.99 ,12,179.88,9,2.37
INV-37561400004,6/16/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1011100,Blended Whiskies,65,Jim Beam Brands,27544,Red Stag Black Cherry,12,750,$10.50 ,$15.75 ,6,94.5,4.5,1.18
INV-37560700004,6/16/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25603,Seagrams 7 Crown,24,200,$1.99 ,$2.99 ,24,71.76,4.8,1.26
INV-37558700046,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut,12,1000,$10.99 ,$16.49 ,24,395.76,24,6.34
INV-37558700023,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1071100,Cocktails /RTD,260,DIAGEO AMERICAS,56783,Captain Morgan Mai Tai RTD,6,1750,$11.00 ,$16.50 ,3,49.5,5.25,1.38
INV-37558700038,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,$12.67 ,$19.01 ,36,684.36,36,9.51
INV-37560400032,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,120,2342.4,90,23.77
INV-37560400020,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69706,Dr McGillicuddys Root Beer,12,750,$8.66 ,$12.99 ,12,155.88,9,2.37
INV-37561100022,6/16/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19066,Jim Beam,12,750,$10.50 ,$15.75 ,12,189,9,2.37
INV-37560700001,6/16/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11774,Black Velvet,24,375,$3.07 ,$4.61 ,48,221.28,18,4.75
INV-37558700002,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1071100,Cocktails /RTD,434,LUXCO INC,63753,Salvadors Peach Margarita,6,1750,$6.00 ,$9.00 ,1,9,1.75,0.46
INV-37561100013,6/16/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012100,Canadian Whiskies,322,Prestige Wine & Spirits Group / United States Distilled Products Co,15258,Windsor Canadian Black Cherry,6,1750,$9.50 ,$14.25 ,6,85.5,10.5,2.77
INV-37560400046,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77858,Smirnoff Whipped Cream,12,750,$8.25 ,$12.38 ,12,148.56,9,2.37
INV-37560400016,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69636,Dr McGillicuddys Cherry,12,750,$8.66 ,$12.99 ,12,155.88,9,2.37
INV-37558700016,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1701100,Temporary & Specialty Packages,65,Jim Beam Brands,101490,Makers Mark Fathers Day Co-Pack,6,750,$30.00 ,$45.00 ,1,45,0.75,0.19
INV-37560400028,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11786,Black Velvet PET,12,750,$5.23 ,$7.85 ,12,94.2,9,2.37
INV-37558700055,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081400,American Schnapps,65,Jim Beam Brands,82847,Dekuyper Luscious Peachtree,12,1000,$7.87 ,$11.81 ,12,141.72,12,3.17
INV-37558800002,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1032100,Imported Vodkas,115,CONSTELLATION BRANDS INC,37302,SVEDKA Cherry Limeade Vodka,12,750,$8.75 ,$13.13 ,12,157.56,9,2.37
INV-37560400071,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1091200,Neutral Grain Spirits,434,LUXCO INC,41846,Everclear 151,12,750,$9.00 ,$13.50 ,12,144,9,2.37
INV-37560400051,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,421,SAZERAC COMPANY  INC,36978,Nikolai Vodka,6,1750,$6.92 ,$10.38 ,6,62.28,10.5,2.77
INV-37560400037,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011200,Straight Bourbon Whiskies,434,LUXCO INC,18198,Ezra Brooks Sour Mash Bourbon,6,1750,$16.00 ,$24.00 ,6,139.5,10.5,2.77
INV-37561100021,6/16/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,6,117.12,4.5,1.18
INV-37558700012,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1011600,Straight Rye Whiskies,684,Woody Creek Distillers LLC,26780,Woody Creek Distillers Colorado Straight Rye,6,750,$26.00 ,$39.00 ,2,78,1.5,0.39
INV-37558700014,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031100,American Vodkas,684,Woody Creek Distillers LLC,38638,Woody Creek Distillers Potato Vodka,6,750,$17.00 ,$25.50 ,2,51,1.5,0.39
INV-37561200006,6/16/2021,5978,Casey's General Store #2460 / Algona,1414 N. Main St,Algona              ,50511,POINT (-94.217851 43.081677),55,Kossuth,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86670,Jack Daniels Tennessee Honey,12,750,$15.57 ,$23.36 ,12,280.32,9,2.37
INV-37582300006,6/17/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77049,Sir Winston Apple,6,750,$13.01 ,$19.52 ,12,234.24,9,2.37
INV-37561000024,6/16/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1022100,Mixto Tequila,421,SAZERAC COMPANY  INC,88768,Tortilla White,6,1750,$12.64 ,$18.96 ,6,113.76,10.5,2.77
INV-37558700036,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12407,Canadian Ltd Whisky,12,1000,$5.50 ,$8.25 ,24,198,24,6.34
INV-37558700035,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,$10.45 ,$15.68 ,12,188.16,21,5.54
INV-37561500018,6/16/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,12,234.24,9,2.37
INV-37558700063,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1062500,Flavored Rum,370,PERNOD RICARD USA,42712,Malibu Coconut Mini,12,50,$4.95 ,$7.43 ,1,7.43,0.05,0.01
INV-37558700051,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081200,Cream Liqueurs,205,E & J Gallo Winery,80486,Tippy Cow Orange Cream,6,750,$11.00 ,$16.50 ,1,16.5,0.75,0.19
INV-37561100017,6/16/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,$10.00 ,$15.00 ,12,180,9,2.37
INV-37561100007,6/16/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012400,Irish Whiskies,395,PROXIMO,15526,Bushmills Black Bush Irish Whiskey,12,750,$20.90 ,$31.35 ,3,94.05,2.25,0.59
INV-37560700013,6/16/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1031100,American Vodkas,301,FIFTH GENERATION INC,38179,Titos Handmade Vodka,24,200,$3.49 ,$5.24 ,24,125.76,4.8,1.26
INV-37560400027,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,10550,Black Velvet Toasted Caramel,12,750,$5.23 ,$7.85 ,12,94.2,9,2.37
INV-37561100011,6/16/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1062200,White Rum,434,LUXCO INC,45278,Paramount White Rum,6,1750,$7.50 ,$11.25 ,6,67.5,10.5,2.77
INV-37561100026,6/16/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,$12.96 ,$19.44 ,6,116.64,10.5,2.77
INV-37558700009,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031200,American Flavored Vodka,657,Be In Good Spirits LLC / Frankly Organic Vodka,39317,Frankly Organic Strawberry Vodka,6,750,$11.33 ,$17.00 ,2,34,1.5,0.39
INV-37558700042,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031100,American Vodkas,380,Phillips Beverage,37347,Phillips Vodka,12,1000,$4.29 ,$6.44 ,24,154.56,24,6.34
INV-37558700061,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1051100,American Brandies,205,E & J Gallo Winery,52594,E & J VS,24,375,$3.50 ,$5.25 ,1,5.25,0.37,0.09
INV-37560700008,6/16/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1062400,Spiced Rum,259,Heaven Hill Brands,43025,Admiral Nelson Spiced PET,12,750,$6.00 ,$9.00 ,12,108,9,2.37
INV-37561500009,6/16/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69667,Dr McGillicuddys Vanilla,12,1000,$11.00 ,$16.50 ,2,33,2,0.52
INV-37558700008,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031200,American Flavored Vodka,657,Be In Good Spirits LLC / Frankly Organic Vodka,39310,Frankly Organic Apple Vodka,6,750,$11.33 ,$17.00 ,2,34,1.5,0.39
INV-37560400052,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,434,LUXCO INC,81204,Paramount Peppermint Schnapps,24,375,$2.28 ,$3.42 ,24,82.08,9,2.37
INV-37558700060,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25604,Seagrams 7 Crown,12,375,$3.50 ,$5.25 ,12,63,4.5,1.18
INV-37560400022,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1022200,100% Agave Tequila,619,Campari America,89139,Cabo Wabo Reposado,6,750,$21.50 ,$32.25 ,6,193.5,4.5,1.18
INV-37558700053,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081400,American Schnapps,65,Jim Beam Brands,82857,Dekuyper Island Punch Pucker,12,1000,$7.87 ,$11.81 ,1,11.81,1,0.26
INV-37560400067,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,65,Jim Beam Brands,82826,Dekuyper Ragin' Root Beer,12,750,$6.50 ,$9.75 ,6,58.5,4.5,1.18
INV-37561000011,6/16/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26827,Jack Daniels Old #7 Black Label,12,1000,$18.89 ,$28.34 ,12,340.08,12,3.17
INV-37558700045,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,$18.00 ,$27.00 ,12,324,21,5.54
INV-37558700049,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081200,Cream Liqueurs,205,E & J Gallo Winery,73053,RumChata,6,1000,$17.00 ,$25.50 ,12,306,12,3.17
INV-37582300005,6/17/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77054,Private First Class,12,750,$12.96 ,$19.44 ,36,699.84,27,7.13
INV-37561500003,6/16/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1062200,White Rum,35,BACARDI USA INC,43120,Bacardi Superior PET,6,1750,$15.00 ,$22.50 ,6,135,10.5,2.77
INV-37560700009,6/16/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,$5.33 ,$8.00 ,24,192,9,2.37
INV-37561000014,6/16/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11777,Black Velvet,12,1000,$6.63 ,$9.95 ,12,119.4,12,3.17
INV-37560400036,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011200,Straight Bourbon Whiskies,240,William Grant & Sons Inc,18290,Fistful of Bourbon,6,750,$15.00 ,$22.50 ,6,135,4.5,1.18
INV-37560400063,6/16/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1901200,Special Order Items,79,BRECKENRIDGE DISTILLERY,927461,SOOH Breckenridge Bourbon,6,750,$28.50 ,$42.75 ,2,85.5,1.5,0.39
INV-37561000006,6/16/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012300,Single Malt Scotch,260,DIAGEO AMERICAS,5430,Lagavulin 16YR,12,750,$50.00 ,$75.00 ,4,300,3,0.79
INV-37561500021,6/16/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10792,Crown Royal Vanilla,12,1000,$19.39 ,$29.09 ,3,87.27,3,0.79
INV-37558700040,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,75165,Ketel One Botanical Cucumber & Mint,12,750,$11.33 ,$17.00 ,2,34,1.5,0.39
INV-37558900007,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77852,Smirnoff Watermelon,12,750,$8.25 ,$12.38 ,12,148.56,9,2.37
INV-37561000002,6/16/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1700000,Temporary &  Specialty Packages,65,Jim Beam Brands,19498,Makers Mark 101,6,750,$19.00 ,$28.50 ,6,171,4.5,1.18
INV-37558700007,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1012300,Single Malt Scotch,420,MOET HENNESSY USA,6011,Glenmorangie X,6,750,$17.49 ,$26.24 ,1,26.24,0.75,0.19
INV-37561100002,6/16/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1701100,Temporary & Specialty Packages,65,Jim Beam Brands,16906,Bookers Bourbon,6,750,$42.50 ,$63.75 ,1,63.75,0.75,0.19
INV-37558700054,6/16/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081400,American Schnapps,65,Jim Beam Brands,82840,Dekuyper Luscious Peachtree PET,12,750,$6.50 ,$9.75 ,1,9.75,0.75,0.19
INV-37561000004,6/16/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1062300,Aged Dark Rum,460,Shaw-Ross International,44266,British Navy Pussers Rum,6,750,$12.50 ,$18.75 ,6,112.5,4.5,1.18
INV-37582300004,6/17/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77050,Field Fire,6,750,$12.00 ,$18.00 ,12,216,9,2.37
INV-37582300007,6/17/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1011200,Straight Bourbon Whiskies,578,S&B Farms Distillery,26737,Sir Winston Bourbon,6,750,$22.23 ,$33.35 ,6,200.1,4.5,1.18
INV-37582300003,6/17/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,12,234.24,9,2.37
INV-37582300001,6/17/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1011300,Single Barrel Bourbon Whiskies,578,S&B Farms Distillery,926231,Sir Winston Wheat Whiskey,6,750,$21.23 ,$31.85 ,6,191.1,4.5,1.18
INV-37582300002,6/17/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77052,Hog Wild Cinnamon,6,750,$12.00 ,$18.00 ,12,216,9,2.37
INV-37655400005,6/20/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081400,American Schnapps,65,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,$7.87 ,$11.81 ,12,141.72,12,3.17
INV-37655400003,6/20/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,$11.75 ,$17.63 ,24,423.12,24,6.34
INV-37655400007,6/20/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65257,Jagermeister Liqueur,12,1000,$16.50 ,$24.75 ,12,297,12,3.17
INV-37655400004,6/20/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1022200,100% Agave Tequila,240,William Grant & Sons Inc,88116,Milagro Silver,6,750,$16.50 ,$24.75 ,6,148.5,4.5,1.18
INV-37655400001,6/20/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1022200,100% Agave Tequila,35,BACARDI USA INC,88296,Patron Silver,12,750,$27.50 ,$41.25 ,12,495,9,2.37
INV-37655400006,6/20/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1011400,Tennessee Whiskies,115,CONSTELLATION BRANDS INC,26249,Nelsons Green Brier Tennessee Whiskey,6,750,$17.16 ,$25.74 ,6,154.44,4.5,1.18
INV-37655400002,6/20/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1032100,Imported Vodkas,370,PERNOD RICARD USA,34007,Absolut Swedish Vodka 80prf,12,1000,$14.99 ,$22.49 ,12,269.88,12,3.17
INV-37756700007,6/23/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64904,Fireball Cinnamon Whiskey PET,6,1750,$15.33 ,$23.00 ,12,276,21,5.54
