invoice,date,storenumber,storename,address,city,zipcode,storelocation,countynumber,county,category,categoryname,vendornumber,vendorname,itemnumber,itemdescription,pack,bottlevolume,statebottlecost,statebottleretail,bottlessold,sale,volumesoldl,volumesoldg
INV-34920900031,3/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1081400,American Schnapps,65,Jim Beam Brands,82826,Dekuyper Ragin' Root Beer,12,750,$6.50 ,$9.75 ,3,29.25,2.25,0.59
INV-34920400012,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012200,Scotch Whiskies,55,SAZERAC NORTH AMERICA,8828,Lauders,6,1750,$11.18 ,$16.77 ,12,201.24,21,5.54
INV-34920400066,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1022200,100% Agave Tequila,35,BACARDI USA INC,89646,Patron Anejo,12,750,$31.00 ,$46.50 ,6,279,4.5,1.18
INV-34920400004,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031000,American Vodka,421,SAZERAC COMPANY  INC,938516,SOOH Wheatley Vodka,12,750,$9.65 ,$14.48 ,12,173.76,9,2.37
INV-34920400062,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,74086,Godiva Dark Chocolate Liqueur,12,750,$17.00 ,$25.50 ,3,76.5,2.25,0.59
INV-34920900018,3/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011200,Straight Bourbon Whiskies,536,Old Elk Distilleries LLC,20300,Old Elk Wheat Bourbon,6,750,$37.50 ,$56.25 ,3,168.75,2.25,0.59
INV-34919000013,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1022200,100% Agave Tequila,115,CONSTELLATION BRANDS INC,87266,Casa Noble Crystal,6,750,$26.04 ,$39.06 ,1,39.06,0.75,0.19
INV-34920400079,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031200,American Flavored Vodka,521,JEM Beverage Company,39839,Western Son Prickly Pear,12,750,$9.01 ,$13.52 ,12,162.24,9,2.37
INV-34921100007,3/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10802,Crown Royal Peach,12,750,$16.59 ,$24.89 ,12,298.68,9,2.37
INV-34920900021,3/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1031100,American Vodkas,421,SAZERAC COMPANY  INC,38088,Platinum 7x Vodka,6,1750,$9.44 ,$14.16 ,12,169.92,21,5.54
INV-34919000002,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1011400,Tennessee Whiskies,85,Brown Forman Corp.,74804,Jack Daniels Tennessee Apple Mini,12,50,$9.06 ,$13.59 ,1,13.59,0.05,0.01
INV-34920400010,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1041200,Flavored Gin,322,Prestige Wine & Spirits Group / United States Distilled Products Co,33111,Indoggo Strawberry Gin Mini,6,50,$13.92 ,$20.88 ,6,125.28,0.3,0.07
INV-34920600009,3/10/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,$2.50 ,$3.75 ,48,180,9.6,2.53
INV-34919000016,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26827,Jack Daniels Old #7 Black Label,12,1000,$18.89 ,$28.34 ,12,340.08,12,3.17
INV-34920800009,3/10/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011600,Straight Rye Whiskies,65,Jim Beam Brands,27066,Old Overholt Rye,12,750,$11.54 ,$17.31 ,12,207.72,9,2.37
INV-34921300021,3/10/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68038,Baileys Original Irish Cream,6,1750,$32.49 ,$48.74 ,1,48.74,1.75,0.46
INV-34919000054,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081300,American Cordials & Liqueur,55,SAZERAC NORTH AMERICA,73986,Di Amore Amaretto,12,750,$6.00 ,$9.00 ,1,9,0.75,0.19
INV-34920400011,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,322,Prestige Wine & Spirits Group / United States Distilled Products Co,15248,Windsor Canadian PET,6,1750,$9.50 ,$14.25 ,60,855,105,27.73
INV-34920400006,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031200,American Flavored Vodka,205,E & J Gallo Winery,39422,New Amsterdam Pink Whitney Mini,12,50,$4.61 ,$6.92 ,2,13.84,0.1,0.02
INV-34919100002,3/10/2021,5677,Yesway Store #1198 / Swea City,101 4th Ave W,Swea City           ,50590,POINT (-94.307691 43.384941),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,$7.17 ,$10.76 ,18,193.68,31.5,8.32
INV-34920400030,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77054,Private First Class,12,750,$12.96 ,$19.44 ,24,466.56,18,4.75
INV-34920800020,3/10/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1051100,American Brandies,85,Brown Forman Corp.,52835,Korbel Brandy PET,6,1750,$11.33 ,$17.00 ,6,102,10.5,2.77
INV-34919000005,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1701100,Temporary & Specialty Packages,260,DIAGEO AMERICAS,67904,Baileys Colada Mini,4,50,$44.70 ,$67.05 ,1,67.05,0.05,0.01
INV-34920900039,3/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25607,Seagrams 7 Crown,12,1000,$8.00 ,$12.00 ,12,144,12,3.17
INV-34920900007,3/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012300,Single Malt Scotch,65,Jim Beam Brands,5446,Laphroaig 10YR,12,750,$29.50 ,$44.25 ,2,88.5,1.5,0.39
INV-34919000065,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031100,American Vodkas,205,E & J Gallo Winery,36965,New Amsterdam 80prf Mini,10,50,$5.54 ,$8.31 ,1,8.31,0.05,0.01
INV-34919000036,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031100,American Vodkas,380,Phillips Beverage,37348,Phillips Vodka,6,1750,$7.60 ,$11.40 ,6,68.4,10.5,2.77
INV-34920900016,3/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011200,Straight Bourbon Whiskies,434,LUXCO INC,16988,Bourbon Supreme Bourbon,6,1750,$10.00 ,$15.00 ,6,90,10.5,2.77
INV-34920400071,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,421,SAZERAC COMPANY  INC,12856,Rich & Rare Reserve,6,750,$6.50 ,$9.75 ,6,58.5,4.5,1.18
INV-34920900002,3/10/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11774,Black Velvet,24,375,$3.07 ,$4.61 ,24,110.64,9,2.37
INV-34919100008,3/10/2021,5677,Yesway Store #1198 / Swea City,101 4th Ave W,Swea City           ,50590,POINT (-94.307691 43.384941),55,Kossuth,1032100,Imported Vodkas,370,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80prf,12,750,$9.99 ,$14.99 ,12,179.88,9,2.37
INV-34919000059,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1051100,American Brandies,205,E & J Gallo Winery,52594,E & J VS,24,375,$3.50 ,$5.25 ,4,21,1.5,0.39
INV-34919000068,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,26370,Jim Beam Orange,12,750,$10.50 ,$15.75 ,4,63,3,0.79
INV-34921300012,3/10/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1022100,Mixto Tequila,421,SAZERAC COMPANY  INC,88767,Tortilla White,12,1000,$6.64 ,$9.96 ,3,29.88,3,0.79
INV-34920600012,3/10/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,$5.33 ,$8.00 ,24,192,9,2.37
INV-34921300006,3/10/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,$18.00 ,$27.00 ,6,162,10.5,2.77
INV-34919000040,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36307,Hawkeye Vodka,12,1000,$4.05 ,$6.08 ,12,72.96,12,3.17
INV-34920400018,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,$2.50 ,$3.75 ,48,180,9.6,2.53
INV-34921300011,3/10/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1081200,Cream Liqueurs,259,Heaven Hill Brands,68128,Carolans Irish Cream,6,1750,$17.00 ,$25.50 ,2,48,3.5,0.92
INV-34920800012,3/10/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11298,Crown Royal,6,1750,$32.99 ,$49.49 ,6,287.94,10.5,2.77
INV-34920400052,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group / United States Distilled Products Co,75218,Kinky Green Mini,6,50,$4.84 ,$7.26 ,2,14.52,0.1,0.02
INV-34920800031,3/10/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,$8.74 ,$13.11 ,6,78.66,10.5,2.77
INV-34920400054,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,81124,99 Peppermint Mini,10,50,$5.16 ,$7.74 ,2,15.48,0.1,0.02
INV-34920400050,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,260,DIAGEO AMERICAS,37994,Smirnoff 80prf,24,375,$4.75 ,$7.13 ,6,42.78,2.25,0.59
INV-34920400044,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12407,Canadian Ltd Whisky,12,1000,$5.50 ,$8.25 ,6,49.5,6,1.58
INV-34953000002,3/11/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77049,Sir Winston Apple,6,750,$13.01 ,$19.52 ,6,117.12,4.5,1.18
INV-34953000001,3/11/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,$13.01 ,$19.52 ,12,234.24,9,2.37
INV-34953000004,3/11/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77052,Hog Wild Cinnamon,6,750,$12.00 ,$18.00 ,6,108,4.5,1.18
INV-34953000003,3/11/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77050,Field Fire,6,750,$12.00 ,$18.00 ,6,108,4.5,1.18
INV-34953000005,3/11/2021,9041,S&B Farms Distillery,212 E Ramsey St.,Bancroft            ,50517,POINT (-94.215446 43.292947),55,Kossuth,1011200,Straight Bourbon Whiskies,578,S&B Farms Distillery,26737,Sir Winston Bourbon,6,750,$22.23 ,$33.35 ,12,400.2,9,2.37
INV-34920700001,3/10/2021,5928,Casey's General Store #1762 / Algona,602 E State Street,Algona              ,50511,POINT (-94.230221 43.068899),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10802,Crown Royal Peach,12,750,$16.59 ,$24.89 ,12,298.68,9,2.37
INV-34921200003,3/10/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10802,Crown Royal Peach,12,750,$16.59 ,$24.89 ,12,298.68,9,2.37
INV-34919000045,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1022100,Mixto Tequila,395,PROXIMO,89198,Jose Cuervo Especial Reposado,6,1750,$21.50 ,$32.25 ,6,193.5,10.5,2.77
INV-34919000055,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57157,Chi-Chi's Pina Colada,6,1750,$6.50 ,$9.75 ,1,8.25,1.75,0.46
INV-34920800007,3/10/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27474,Bird Dog Blackberry,6,750,$10.00 ,$15.00 ,6,90,4.5,1.18
INV-34921300003,3/10/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,$10.45 ,$15.68 ,6,94.08,10.5,2.77
INV-34921300002,3/10/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,$12.96 ,$19.44 ,12,233.28,21,5.54
INV-34920600018,3/10/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11290,Crown Royal Mini,10,50,$7.35 ,$11.03 ,10,110.3,0.5,0.13
INV-34920400051,3/10/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Label Mini,12,50,$9.06 ,$13.59 ,2,27.18,0.1,0.02
INV-34919000018,3/10/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5036,Glenlivet 12YR,12,750,$25.98 ,$38.97 ,2,77.94,1.5,0.39
INV-38340800033,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1011600,Straight Rye Whiskies,65,Jim Beam Brands,27189,Basil Hayden Dark Rye,6,750,$23.62 ,$35.43 ,6,212.58,4.5,1.18
INV-38340800024,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1012100,Canadian Whiskies,259,Heaven Hill Brands,11786,Black Velvet PET,12,750,$5.23 ,$7.85 ,12,94.2,9,2.37
INV-38339400004,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1062500,Flavored Rum,370,PERNOD RICARD USA,42712,Malibu Coconut Mini,12,50,$4.95 ,$7.43 ,2,14.86,0.1,0.02
INV-38339300007,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1022200,100% Agave Tequila,368,Park Street Imports,87370,Codigo 1530 Tequila Rosa Blanco,6,750,$32.50 ,$48.75 ,3,146.25,2.25,0.59
INV-38339400017,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081100,Coffee Liqueurs,525,Cats Eye Distillery,77168,Original Secret Family Recipe - A Coffee Liqueur,6,750,$18.00 ,$27.00 ,2,54,1.5,0.39
INV-38341500014,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69638,Dr McGillicuddys Cherry,6,1750,$14.66 ,$21.99 ,6,131.94,10.5,2.77
INV-38339400064,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081300,American Cordials & Liqueur,706,"Cowboy Country Distilling, Inc.",72952,CCD Raspberry Cordial,12,375,$16.00 ,$24.00 ,2,48,0.75,0.19
INV-38339400026,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11296,Crown Royal,12,750,$16.59 ,$24.89 ,1,24.89,0.75,0.19
INV-38341700002,7/14/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1011300,Single Barrel Bourbon Whiskies,421,SAZERAC COMPANY  INC,17766,Eagle Rare,6,750,$17.16 ,$25.74 ,6,154.44,4.5,1.18
INV-38340800050,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,421,SAZERAC COMPANY  INC,84226,99 Strawberries Mini,10,50,$5.16 ,$7.74 ,1,7.74,0.05,0.01
INV-38339400021,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1022200,100% Agave Tequila,368,Park Street Imports,88458,Santo Fino Blanco Tequila,6,750,$21.50 ,$32.25 ,1,32.25,0.75,0.19
INV-38340800012,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1022200,100% Agave Tequila,619,Campari America,89139,Cabo Wabo Reposado,6,750,$21.50 ,$32.25 ,6,193.5,4.5,1.18
INV-38339400066,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1051100,American Brandies,115,CONSTELLATION BRANDS INC,52078,Copper & Kings Butchertown Reserve Casks Brandy,6,750,$32.50 ,$48.75 ,1,48.75,0.75,0.19
INV-38341900017,7/14/2021,3682,Jumbo's,110 E Main St,Wesley              ,50483,POINT (-93.20277500000002 43.286886),55,Kossuth,1062400,Spiced Rum,260,DIAGEO AMERICAS,43285,Captain Morgan Original Spiced PET,12,750,$9.06 ,$13.59 ,3,40.77,2.25,0.59
INV-38341500010,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1701100,Temporary & Specialty Packages,85,Brown Forman Corp.,101299,Jack Daniels w/BBQ Sauce,3,1750,$30.68 ,$46.02 ,3,138.06,5.25,1.38
INV-38340800011,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1022200,100% Agave Tequila,395,PROXIMO,88922,1800 Cristalino,6,750,$29.76 ,$44.64 ,6,267.84,4.5,1.18
INV-38341300001,7/14/2021,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona              ,50511,POINT (-94.226877 43.06732),55,Kossuth,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,20116,Old Grand Dad 114prf,12,750,$13.84 ,$20.76 ,24,498.24,18,4.75
INV-38340800040,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1032200,Imported Flavored Vodka,65,Jim Beam Brands,35626,Pinnacle Whipped,12,750,$6.50 ,$9.75 ,12,117,9,2.37
INV-38340900004,7/14/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,$16.59 ,$24.89 ,12,298.68,9,2.37
INV-38341700006,7/14/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1011200,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,18006,Buffalo Trace Bourbon,12,750,$13.00 ,$19.50 ,12,234,9,2.37
INV-38340900008,7/14/2021,5469,Chrome Truck Stop,211 Highway 18 E.,Algona              ,50511,POINT (-94.233234 43.082769),55,Kossuth,1062400,Spiced Rum,259,Heaven Hill Brands,43025,Admiral Nelson Spiced PET,12,750,$6.00 ,$9.00 ,12,108,9,2.37
INV-38340800049,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1081400,American Schnapps,434,LUXCO INC,81204,Paramount Peppermint Schnapps,24,375,$2.28 ,$3.42 ,1,3.42,0.37,0.09
INV-38339400040,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1031200,American Flavored Vodka,380,Phillips Beverage,41694,UV Blue Raspberry,12,1000,$7.50 ,$11.25 ,12,135,12,3.17
INV-38340800042,7/14/2021,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona              ,50511,POINT (-94.235955 43.08091),55,Kossuth,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,$7.17 ,$10.76 ,12,129.12,21,5.54
INV-38341200023,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1011200,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,16850,Blantons Bourbon,6,750,$28.75 ,$43.13 ,6,258.78,4.5,1.18
INV-38341700001,7/14/2021,4268,Fareway Stores #531 / Algona,1905 Highway 18 E,Algona              ,50511,POINT (-94.214064 43.082782),55,Kossuth,1011600,Straight Rye Whiskies,421,SAZERAC COMPANY  INC,27100,Sazerac Rye,6,750,$16.94 ,$25.41 ,6,152.46,4.5,1.18
INV-38341200026,7/14/2021,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona              ,50511,POINT (-94.226874 43.068382),55,Kossuth,1081200,Cream Liqueurs,421,SAZERAC COMPANY  INC,80023,Buffalo Trace Bourbon Cream,12,750,$10.40 ,$15.60 ,1,15.6,0.75,0.19
INV-38339400020,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1052100,Imported Brandies,460,Shaw-Ross International,47645,Branson XO,6,750,$125.00 ,$187.50 ,1,187.5,0.75,0.19
INV-38339400001,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86881,Southern Comfort Mini,10,50,$5.16 ,$7.74 ,1,7.74,0.05,0.01
INV-38339300010,7/14/2021,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft            ,50517,POINT (-94.218 43.29355),55,Kossuth,1091100,American Distilled Spirit Specialty,642,"James Joseph Sanctified Spirits, LLC / Oak&Eden",76437,Oak & Eden Rye & Spire,6,750,$23.33 ,$35.00 ,2,70,1.5,0.39
